date,prefecture_code,cases
2020-09-01,01,16
2020-09-01,02,0
2020-09-01,03,0
2020-09-01,04,3
2020-09-01,05,0
2020-09-01,06,0
2020-09-01,07,6
2020-09-01,08,4
2020-09-01,09,3
2020-09-01,10,5
2020-09-01,11,46
2020-09-01,12,18
2020-09-01,13,170
2020-09-01,14,59
2020-09-01,15,1
2020-09-01,16,7
2020-09-01,17,27
2020-09-01,18,4
2020-09-01,19,0
2020-09-01,20,5
2020-09-01,21,3
2020-09-01,22,2
2020-09-01,23,24
2020-09-01,24,0
2020-09-01,25,2
2020-09-01,26,22
2020-09-01,27,115
2020-09-01,28,21
2020-09-01,29,5
2020-09-01,30,0
2020-09-01,31,0
2020-09-01,32,0
2020-09-01,33,0
2020-09-01,34,0
2020-09-01,35,2
2020-09-01,36,3
2020-09-01,37,1
2020-09-01,38,0
2020-09-01,39,3
2020-09-01,40,38
2020-09-01,41,0
2020-09-01,42,1
2020-09-01,43,4
2020-09-01,44,2
2020-09-01,45,1
2020-09-01,46,1
2020-09-01,47,0
2020-09-02,01,6
2020-09-02,02,0
2020-09-02,03,3
2020-09-02,04,4
2020-09-02,05,0
2020-09-02,06,0
2020-09-02,07,1
2020-09-02,08,6
2020-09-02,09,1
2020-09-02,10,6
2020-09-02,11,40
2020-09-02,12,24
2020-09-02,13,141
2020-09-02,14,76
2020-09-02,15,1
2020-09-02,16,2
2020-09-02,17,13
2020-09-02,18,4
2020-09-02,19,0
2020-09-02,20,7
2020-09-02,21,4
2020-09-02,22,2
2020-09-02,23,28
2020-09-02,24,3
2020-09-02,25,2
2020-09-02,26,19
2020-09-02,27,96
2020-09-02,28,7
2020-09-02,29,1
2020-09-02,30,1
2020-09-02,31,0
2020-09-02,32,0
2020-09-02,33,0
2020-09-02,34,1
2020-09-02,35,5
2020-09-02,36,4
2020-09-02,37,4
2020-09-02,38,0
2020-09-02,39,1
2020-09-02,40,49
2020-09-02,41,2
2020-09-02,42,0
2020-09-02,43,4
2020-09-02,44,3
2020-09-02,45,0
2020-09-02,46,0
2020-09-02,47,14
2020-09-03,01,6
2020-09-03,02,0
2020-09-03,03,0
2020-09-03,04,12
2020-09-03,05,1
2020-09-03,06,0
2020-09-03,07,4
2020-09-03,08,4
2020-09-03,09,0
2020-09-03,10,12
2020-09-03,11,42
2020-09-03,12,33
2020-09-03,13,211
2020-09-03,14,81
2020-09-03,15,0
2020-09-03,16,4
2020-09-03,17,11
2020-09-03,18,2
2020-09-03,19,1
2020-09-03,20,12
2020-09-03,21,1
2020-09-03,22,1
2020-09-03,23,18
2020-09-03,24,5
2020-09-03,25,4
2020-09-03,26,19
2020-09-03,27,75
2020-09-03,28,13
2020-09-03,29,2
2020-09-03,30,0
2020-09-03,31,0
2020-09-03,32,0
2020-09-03,33,1
2020-09-03,34,0
2020-09-03,35,3
2020-09-03,36,4
2020-09-03,37,2
2020-09-03,38,0
2020-09-03,39,1
2020-09-03,40,36
2020-09-03,41,0
2020-09-03,42,2
2020-09-03,43,6
2020-09-03,44,1
2020-09-03,45,0
2020-09-03,46,5
2020-09-03,47,19
2020-09-04,01,5
2020-09-04,02,0
2020-09-04,03,0
2020-09-04,04,5
2020-09-04,05,0
2020-09-04,06,0
2020-09-04,07,1
2020-09-04,08,8
2020-09-04,09,2
2020-09-04,10,8
2020-09-04,11,24
2020-09-04,12,35
2020-09-04,13,136
2020-09-04,14,108
2020-09-04,15,0
2020-09-04,16,1
2020-09-04,17,4
2020-09-04,18,3
2020-09-04,19,0
2020-09-04,20,4
2020-09-04,21,1
2020-09-04,22,2
2020-09-04,23,33
2020-09-04,24,11
2020-09-04,25,1
2020-09-04,26,24
2020-09-04,27,76
2020-09-04,28,13
2020-09-04,29,5
2020-09-04,30,0
2020-09-04,31,0
2020-09-04,32,0
2020-09-04,33,0
2020-09-04,34,0
2020-09-04,35,0
2020-09-04,36,4
2020-09-04,37,0
2020-09-04,38,0
2020-09-04,39,0
2020-09-04,40,34
2020-09-04,41,0
2020-09-04,42,0
2020-09-04,43,3
2020-09-04,44,2
2020-09-04,45,0
2020-09-04,46,2
2020-09-04,47,27
2020-09-05,01,10
2020-09-05,02,0
2020-09-05,03,1
2020-09-05,04,8
2020-09-05,05,0
2020-09-05,06,0
2020-09-05,07,2
2020-09-05,08,6
2020-09-05,09,0
2020-09-05,10,3
2020-09-05,11,22
2020-09-05,12,28
2020-09-05,13,181
2020-09-05,14,67
2020-09-05,15,1
2020-09-05,16,1
2020-09-05,17,16
2020-09-05,18,2
2020-09-05,19,1
2020-09-05,20,2
2020-09-05,21,0
2020-09-05,22,7
2020-09-05,23,34
2020-09-05,24,25
2020-09-05,25,3
2020-09-05,26,25
2020-09-05,27,76
2020-09-05,28,9
2020-09-05,29,3
2020-09-05,30,1
2020-09-05,31,0
2020-09-05,32,0
2020-09-05,33,0
2020-09-05,34,0
2020-09-05,35,3
2020-09-05,36,0
2020-09-05,37,0
2020-09-05,38,0
2020-09-05,39,1
2020-09-05,40,27
2020-09-05,41,1
2020-09-05,42,0
2020-09-05,43,6
2020-09-05,44,4
2020-09-05,45,1
2020-09-05,46,1
2020-09-05,47,20
2020-09-06,01,4
2020-09-06,02,0
2020-09-06,03,0
2020-09-06,04,3
2020-09-06,05,0
2020-09-06,06,0
2020-09-06,07,3
2020-09-06,08,10
2020-09-06,09,1
2020-09-06,10,8
2020-09-06,11,21
2020-09-06,12,23
2020-09-06,13,116
2020-09-06,14,79
2020-09-06,15,0
2020-09-06,16,0
2020-09-06,17,7
2020-09-06,18,0
2020-09-06,19,1
2020-09-06,20,1
2020-09-06,21,0
2020-09-06,22,0
2020-09-06,23,27
2020-09-06,24,0
2020-09-06,25,0
2020-09-06,26,14
2020-09-06,27,67
2020-09-06,28,16
2020-09-06,29,4
2020-09-06,30,1
2020-09-06,31,0
2020-09-06,32,0
2020-09-06,33,0
2020-09-06,34,0
2020-09-06,35,3
2020-09-06,36,0
2020-09-06,37,0
2020-09-06,38,0
2020-09-06,39,1
2020-09-06,40,35
2020-09-06,41,0
2020-09-06,42,0
2020-09-06,43,2
2020-09-06,44,0
2020-09-06,45,0
2020-09-06,46,0
2020-09-06,47,0
2020-09-07,01,6
2020-09-07,02,0
2020-09-07,03,0
2020-09-07,04,7
2020-09-07,05,0
2020-09-07,06,0
2020-09-07,07,1
2020-09-07,08,0
2020-09-07,09,4
2020-09-07,10,9
2020-09-07,11,14
2020-09-07,12,14
2020-09-07,13,76
2020-09-07,14,29
2020-09-07,15,0
2020-09-07,16,0
2020-09-07,17,4
2020-09-07,18,0
2020-09-07,19,1
2020-09-07,20,3
2020-09-07,21,0
2020-09-07,22,0
2020-09-07,23,21
2020-09-07,24,11
2020-09-07,25,2
2020-09-07,26,8
2020-09-07,27,45
2020-09-07,28,6
2020-09-07,29,0
2020-09-07,30,1
2020-09-07,31,0
2020-09-07,32,0
2020-09-07,33,0
2020-09-07,34,1
2020-09-07,35,0
2020-09-07,36,0
2020-09-07,37,1
2020-09-07,38,0
2020-09-07,39,0
2020-09-07,40,0
2020-09-07,41,1
2020-09-07,42,0
2020-09-07,43,2
2020-09-07,44,0
2020-09-07,45,0
2020-09-07,46,0
2020-09-07,47,18
2020-09-08,01,11
2020-09-08,02,0
2020-09-08,03,0
2020-09-08,04,7
2020-09-08,05,0
2020-09-08,06,0
2020-09-08,07,5
2020-09-08,08,5
2020-09-08,09,2
2020-09-08,10,5
2020-09-08,11,12
2020-09-08,12,32
2020-09-08,13,170
2020-09-08,14,63
2020-09-08,15,1
2020-09-08,16,3
2020-09-08,17,4
2020-09-08,18,1
2020-09-08,19,1
2020-09-08,20,2
2020-09-08,21,2
2020-09-08,22,0
2020-09-08,23,12
2020-09-08,24,8
2020-09-08,25,1
2020-09-08,26,11
2020-09-08,27,82
2020-09-08,28,18
2020-09-08,29,2
2020-09-08,30,1
2020-09-08,31,0
2020-09-08,32,0
2020-09-08,33,0
2020-09-08,34,4
2020-09-08,35,0
2020-09-08,36,1
2020-09-08,37,1
2020-09-08,38,0
2020-09-08,39,2
2020-09-08,40,28
2020-09-08,41,1
2020-09-08,42,0
2020-09-08,43,3
2020-09-08,44,0
2020-09-08,45,0
2020-09-08,46,0
2020-09-08,47,9
2020-09-09,01,4
2020-09-09,02,0
2020-09-09,03,0
2020-09-09,04,11
2020-09-09,05,0
2020-09-09,06,0
2020-09-09,07,2
2020-09-09,08,1
2020-09-09,09,3
2020-09-09,10,5
2020-09-09,11,25
2020-09-09,12,23
2020-09-09,13,149
2020-09-09,14,106
2020-09-09,15,1
2020-09-09,16,2
2020-09-09,17,6
2020-09-09,18,0
2020-09-09,19,0
2020-09-09,20,1
2020-09-09,21,2
2020-09-09,22,5
2020-09-09,23,21
2020-09-09,24,2
2020-09-09,25,1
2020-09-09,26,6
2020-09-09,27,64
2020-09-09,28,22
2020-09-09,29,1
2020-09-09,30,0
2020-09-09,31,0
2020-09-09,32,0
2020-09-09,33,0
2020-09-09,34,0
2020-09-09,35,5
2020-09-09,36,0
2020-09-09,37,0
2020-09-09,38,0
2020-09-09,39,0
2020-09-09,40,26
2020-09-09,41,0
2020-09-09,42,0
2020-09-09,43,3
2020-09-09,44,1
2020-09-09,45,0
2020-09-09,46,1
2020-09-09,47,8
2020-09-10,01,11
2020-09-10,02,0
2020-09-10,03,0
2020-09-10,04,8
2020-09-10,05,0
2020-09-10,06,0
2020-09-10,07,5
2020-09-10,08,4
2020-09-10,09,4
2020-09-10,10,4
2020-09-10,11,30
2020-09-10,12,28
2020-09-10,13,276
2020-09-10,14,112
2020-09-10,15,0
2020-09-10,16,0
2020-09-10,17,4
2020-09-10,18,0
2020-09-10,19,1
2020-09-10,20,2
2020-09-10,21,1
2020-09-10,22,4
2020-09-10,23,36
2020-09-10,24,5
2020-09-10,25,1
2020-09-10,26,7
2020-09-10,27,93
2020-09-10,28,21
2020-09-10,29,2
2020-09-10,30,0
2020-09-10,31,0
2020-09-10,32,0
2020-09-10,33,0
2020-09-10,34,0
2020-09-10,35,4
2020-09-10,36,0
2020-09-10,37,1
2020-09-10,38,0
2020-09-10,39,0
2020-09-10,40,24
2020-09-10,41,1
2020-09-10,42,0
2020-09-10,43,4
2020-09-10,44,0
2020-09-10,45,0
2020-09-10,46,0
2020-09-10,47,16
2020-09-11,01,6
2020-09-11,02,0
2020-09-11,03,0
2020-09-11,04,15
2020-09-11,05,0
2020-09-11,06,0
2020-09-11,07,9
2020-09-11,08,13
2020-09-11,09,5
2020-09-11,10,12
2020-09-11,11,25
2020-09-11,12,31
2020-09-11,13,187
2020-09-11,14,82
2020-09-11,15,0
2020-09-11,16,1
2020-09-11,17,2
2020-09-11,18,0
2020-09-11,19,0
2020-09-11,20,1
2020-09-11,21,5
2020-09-11,22,1
2020-09-11,23,48
2020-09-11,24,5
2020-09-11,25,1
2020-09-11,26,2
2020-09-11,27,120
2020-09-11,28,14
2020-09-11,29,2
2020-09-11,30,1
2020-09-11,31,1
2020-09-11,32,0
2020-09-11,33,0
2020-09-11,34,0
2020-09-11,35,1
2020-09-11,36,0
2020-09-11,37,0
2020-09-11,38,0
2020-09-11,39,3
2020-09-11,40,25
2020-09-11,41,1
2020-09-11,42,0
2020-09-11,43,7
2020-09-11,44,0
2020-09-11,45,1
2020-09-11,46,0
2020-09-11,47,10
2020-09-12,01,7
2020-09-12,02,0
2020-09-12,03,0
2020-09-12,04,12
2020-09-12,05,0
2020-09-12,06,0
2020-09-12,07,4
2020-09-12,08,3
2020-09-12,09,10
2020-09-12,10,24
2020-09-12,11,36
2020-09-12,12,45
2020-09-12,13,226
2020-09-12,14,68
2020-09-12,15,1
2020-09-12,16,0
2020-09-12,17,6
2020-09-12,18,0
2020-09-12,19,0
2020-09-12,20,0
2020-09-12,21,6
2020-09-12,22,0
2020-09-12,23,29
2020-09-12,24,2
2020-09-12,25,3
2020-09-12,26,7
2020-09-12,27,84
2020-09-12,28,20
2020-09-12,29,1
2020-09-12,30,0
2020-09-12,31,8
2020-09-12,32,0
2020-09-12,33,0
2020-09-12,34,2
2020-09-12,35,0
2020-09-12,36,1
2020-09-12,37,2
2020-09-12,38,0
2020-09-12,39,0
2020-09-12,40,14
2020-09-12,41,0
2020-09-12,42,1
2020-09-12,43,4
2020-09-12,44,0
2020-09-12,45,2
2020-09-12,46,0
2020-09-12,47,11
2020-09-13,01,3
2020-09-13,02,0
2020-09-13,03,0
2020-09-13,04,8
2020-09-13,05,0
2020-09-13,06,0
2020-09-13,07,4
2020-09-13,08,3
2020-09-13,09,0
2020-09-13,10,6
2020-09-13,11,22
2020-09-13,12,20
2020-09-13,13,146
2020-09-13,14,53
2020-09-13,15,1
2020-09-13,16,0
2020-09-13,17,0
2020-09-13,18,0
2020-09-13,19,0
2020-09-13,20,0
2020-09-13,21,12
2020-09-13,22,0
2020-09-13,23,33
2020-09-13,24,3
2020-09-13,25,0
2020-09-13,26,8
2020-09-13,27,78
2020-09-13,28,15
2020-09-13,29,0
2020-09-13,30,0
2020-09-13,31,1
2020-09-13,32,0
2020-09-13,33,0
2020-09-13,34,2
2020-09-13,35,0
2020-09-13,36,0
2020-09-13,37,0
2020-09-13,38,0
2020-09-13,39,0
2020-09-13,40,9
2020-09-13,41,0
2020-09-13,42,0
2020-09-13,43,1
2020-09-13,44,0
2020-09-13,45,0
2020-09-13,46,0
2020-09-13,47,10
2020-09-14,01,8
2020-09-14,02,0
2020-09-14,03,0
2020-09-14,04,3
2020-09-14,05,1
2020-09-14,06,0
2020-09-14,07,3
2020-09-14,08,2
2020-09-14,09,21
2020-09-14,10,6
2020-09-14,11,16
2020-09-14,12,11
2020-09-14,13,80
2020-09-14,14,15
2020-09-14,15,0
2020-09-14,16,0
2020-09-14,17,1
2020-09-14,18,0
2020-09-14,19,0
2020-09-14,20,0
2020-09-14,21,2
2020-09-14,22,0
2020-09-14,23,23
2020-09-14,24,3
2020-09-14,25,0
2020-09-14,26,4
2020-09-14,27,33
2020-09-14,28,8
2020-09-14,29,1
2020-09-14,30,0
2020-09-14,31,1
2020-09-14,32,0
2020-09-14,33,1
2020-09-14,34,4
2020-09-14,35,0
2020-09-14,36,0
2020-09-14,37,3
2020-09-14,38,0
2020-09-14,39,0
2020-09-14,40,7
2020-09-14,41,0
2020-09-14,42,1
2020-09-14,43,0
2020-09-14,44,0
2020-09-14,45,1
2020-09-14,46,0
2020-09-14,47,3
2020-09-15,01,8
2020-09-15,02,0
2020-09-15,03,0
2020-09-15,04,18
2020-09-15,05,0
2020-09-15,06,0
2020-09-15,07,3
2020-09-15,08,2
2020-09-15,09,9
2020-09-15,10,14
2020-09-15,11,19
2020-09-15,12,30
2020-09-15,13,191
2020-09-15,14,52
2020-09-15,15,2
2020-09-15,16,0
2020-09-15,17,5
2020-09-15,18,0
2020-09-15,19,0
2020-09-15,20,1
2020-09-15,21,2
2020-09-15,22,2
2020-09-15,23,21
2020-09-15,24,1
2020-09-15,25,1
2020-09-15,26,13
2020-09-15,27,89
2020-09-15,28,23
2020-09-15,29,4
2020-09-15,30,0
2020-09-15,31,0
2020-09-15,32,0
2020-09-15,33,0
2020-09-15,34,2
2020-09-15,35,0
2020-09-15,36,0
2020-09-15,37,0
2020-09-15,38,0
2020-09-15,39,0
2020-09-15,40,11
2020-09-15,41,0
2020-09-15,42,0
2020-09-15,43,1
2020-09-15,44,0
2020-09-15,45,1
2020-09-15,46,1
2020-09-15,47,4
2020-09-16,01,11
2020-09-16,02,0
2020-09-16,03,0
2020-09-16,04,6
2020-09-16,05,0
2020-09-16,06,0
2020-09-16,07,3
2020-09-16,08,2
2020-09-16,09,1
2020-09-16,10,24
2020-09-16,11,29
2020-09-16,12,37
2020-09-16,13,163
2020-09-16,14,101
2020-09-16,15,2
2020-09-16,16,0
2020-09-16,17,0
2020-09-16,18,0
2020-09-16,19,1
2020-09-16,20,2
2020-09-16,21,0
2020-09-16,22,5
2020-09-16,23,22
2020-09-16,24,2
2020-09-16,25,2
2020-09-16,26,9
2020-09-16,27,78
2020-09-16,28,20
2020-09-16,29,0
2020-09-16,30,0
2020-09-16,31,1
2020-09-16,32,0
2020-09-16,33,0
2020-09-16,34,0
2020-09-16,35,0
2020-09-16,36,0
2020-09-16,37,0
2020-09-16,38,0
2020-09-16,39,0
2020-09-16,40,11
2020-09-16,41,0
2020-09-16,42,0
2020-09-16,43,0
2020-09-16,44,0
2020-09-16,45,0
2020-09-16,46,3
2020-09-16,47,8
2020-09-17,01,7
2020-09-17,02,0
2020-09-17,03,0
2020-09-17,04,9
2020-09-17,05,0
2020-09-17,06,0
2020-09-17,07,1
2020-09-17,08,3
2020-09-17,09,6
2020-09-17,10,11
2020-09-17,11,20
2020-09-17,12,34
2020-09-17,13,171
2020-09-17,14,65
2020-09-17,15,5
2020-09-17,16,0
2020-09-17,17,6
2020-09-17,18,0
2020-09-17,19,0
2020-09-17,20,0
2020-09-17,21,0
2020-09-17,22,3
2020-09-17,23,36
2020-09-17,24,1
2020-09-17,25,1
2020-09-17,26,9
2020-09-17,27,57
2020-09-17,28,16
2020-09-17,29,1
2020-09-17,30,0
2020-09-17,31,0
2020-09-17,32,0
2020-09-17,33,0
2020-09-17,34,0
2020-09-17,35,1
2020-09-17,36,0
2020-09-17,37,1
2020-09-17,38,0
2020-09-17,39,0
2020-09-17,40,9
2020-09-17,41,0
2020-09-17,42,0
2020-09-17,43,0
2020-09-17,44,0
2020-09-17,45,0
2020-09-17,46,0
2020-09-17,47,5
2020-09-18,01,17
2020-09-18,02,0
2020-09-18,03,0
2020-09-18,04,5
2020-09-18,05,0
2020-09-18,06,0
2020-09-18,07,0
2020-09-18,08,1
2020-09-18,09,1
2020-09-18,10,27
2020-09-18,11,24
2020-09-18,12,40
2020-09-18,13,220
2020-09-18,14,78
2020-09-18,15,3
2020-09-18,16,1
2020-09-18,17,2
2020-09-18,18,0
2020-09-18,19,0
2020-09-18,20,0
2020-09-18,21,0
2020-09-18,22,5
2020-09-18,23,40
2020-09-18,24,2
2020-09-18,25,1
2020-09-18,26,5
2020-09-18,27,61
2020-09-18,28,12
2020-09-18,29,0
2020-09-18,30,0
2020-09-18,31,1
2020-09-18,32,0
2020-09-18,33,1
2020-09-18,34,1
2020-09-18,35,0
2020-09-18,36,0
2020-09-18,37,0
2020-09-18,38,0
2020-09-18,39,0
2020-09-18,40,8
2020-09-18,41,0
2020-09-18,42,0
2020-09-18,43,1
2020-09-18,44,0
2020-09-18,45,0
2020-09-18,46,0
2020-09-18,47,12
2020-09-19,01,17
2020-09-19,02,0
2020-09-19,03,0
2020-09-19,04,14
2020-09-19,05,1
2020-09-19,06,0
2020-09-19,07,0
2020-09-19,08,1
2020-09-19,09,9
2020-09-19,10,15
2020-09-19,11,23
2020-09-19,12,46
2020-09-19,13,218
2020-09-19,14,68
2020-09-19,15,1
2020-09-19,16,1
2020-09-19,17,6
2020-09-19,18,0
2020-09-19,19,0
2020-09-19,20,2
2020-09-19,21,1
2020-09-19,22,2
2020-09-19,23,31
2020-09-19,24,1
2020-09-19,25,1
2020-09-19,26,8
2020-09-19,27,81
2020-09-19,28,21
2020-09-19,29,1
2020-09-19,30,0
2020-09-19,31,0
2020-09-19,32,0
2020-09-19,33,0
2020-09-19,34,0
2020-09-19,35,0
2020-09-19,36,0
2020-09-19,37,0
2020-09-19,38,0
2020-09-19,39,0
2020-09-19,40,9
2020-09-19,41,0
2020-09-19,42,0
2020-09-19,43,0
2020-09-19,44,0
2020-09-19,45,0
2020-09-19,46,1
2020-09-19,47,13
2020-09-20,01,16
2020-09-20,02,0
2020-09-20,03,0
2020-09-20,04,2
2020-09-20,05,1
2020-09-20,06,0
2020-09-20,07,3
2020-09-20,08,1
2020-09-20,09,2
2020-09-20,10,19
2020-09-20,11,16
2020-09-20,12,35
2020-09-20,13,162
2020-09-20,14,60
2020-09-20,15,3
2020-09-20,16,0
2020-09-20,17,4
2020-09-20,18,0
2020-09-20,19,0
2020-09-20,20,0
2020-09-20,21,0
2020-09-20,22,3
2020-09-20,23,33
2020-09-20,24,1
2020-09-20,25,1
2020-09-20,26,18
2020-09-20,27,60
2020-09-20,28,5
2020-09-20,29,2
2020-09-20,30,0
2020-09-20,31,0
2020-09-20,32,0
2020-09-20,33,0
2020-09-20,34,1
2020-09-20,35,0
2020-09-20,36,0
2020-09-20,37,0
2020-09-20,38,0
2020-09-20,39,0
2020-09-20,40,6
2020-09-20,41,0
2020-09-20,42,0
2020-09-20,43,0
2020-09-20,44,0
2020-09-20,45,0
2020-09-20,46,0
2020-09-20,47,15
2020-09-21,01,15
2020-09-21,02,0
2020-09-21,03,0
2020-09-21,04,2
2020-09-21,05,0
2020-09-21,06,0
2020-09-21,07,4
2020-09-21,08,3
2020-09-21,09,13
2020-09-21,10,7
2020-09-21,11,15
2020-09-21,12,14
2020-09-21,13,97
2020-09-21,14,20
2020-09-21,15,0
2020-09-21,16,0
2020-09-21,17,2
2020-09-21,18,0
2020-09-21,19,0
2020-09-21,20,2
2020-09-21,21,2
2020-09-21,22,0
2020-09-21,23,19
2020-09-21,24,4
2020-09-21,25,1
2020-09-21,26,5
2020-09-21,27,40
2020-09-21,28,27
2020-09-21,29,1
2020-09-21,30,0
2020-09-21,31,0
2020-09-21,32,0
2020-09-21,33,0
2020-09-21,34,3
2020-09-21,35,0
2020-09-21,36,0
2020-09-21,37,0
2020-09-21,38,0
2020-09-21,39,0
2020-09-21,40,2
2020-09-21,41,0
2020-09-21,42,0
2020-09-21,43,0
2020-09-21,44,0
2020-09-21,45,0
2020-09-21,46,1
2020-09-21,47,7
2020-09-22,01,9
2020-09-22,02,0
2020-09-22,03,0
2020-09-22,04,3
2020-09-22,05,0
2020-09-22,06,0
2020-09-22,07,1
2020-09-22,08,2
2020-09-22,09,1
2020-09-22,10,13
2020-09-22,11,14
2020-09-22,12,18
2020-09-22,13,88
2020-09-22,14,38
2020-09-22,15,0
2020-09-22,16,0
2020-09-22,17,4
2020-09-22,18,0
2020-09-22,19,0
2020-09-22,20,0
2020-09-22,21,1
2020-09-22,22,0
2020-09-22,23,9
2020-09-22,24,5
2020-09-22,25,0
2020-09-22,26,7
2020-09-22,27,67
2020-09-22,28,13
2020-09-22,29,1
2020-09-22,30,1
2020-09-22,31,0
2020-09-22,32,0
2020-09-22,33,0
2020-09-22,34,8
2020-09-22,35,0
2020-09-22,36,0
2020-09-22,37,0
2020-09-22,38,0
2020-09-22,39,0
2020-09-22,40,2
2020-09-22,41,0
2020-09-22,42,0
2020-09-22,43,0
2020-09-22,44,0
2020-09-22,45,0
2020-09-22,46,10
2020-09-22,47,6
2020-09-23,01,12
2020-09-23,02,0
2020-09-23,03,0
2020-09-23,04,3
2020-09-23,05,0
2020-09-23,06,0
2020-09-23,07,2
2020-09-23,08,1
2020-09-23,09,6
2020-09-23,10,1
2020-09-23,11,12
2020-09-23,12,20
2020-09-23,13,59
2020-09-23,14,11
2020-09-23,15,0
2020-09-23,16,0
2020-09-23,17,1
2020-09-23,18,0
2020-09-23,19,0
2020-09-23,20,0
2020-09-23,21,3
2020-09-23,22,0
2020-09-23,23,14
2020-09-23,24,3
2020-09-23,25,2
2020-09-23,26,3
2020-09-23,27,39
2020-09-23,28,1
2020-09-23,29,2
2020-09-23,30,1
2020-09-23,31,0
2020-09-23,32,0
2020-09-23,33,0
2020-09-23,34,5
2020-09-23,35,0
2020-09-23,36,0
2020-09-23,37,0
2020-09-23,38,0
2020-09-23,39,0
2020-09-23,40,1
2020-09-23,41,0
2020-09-23,42,0
2020-09-23,43,0
2020-09-23,44,0
2020-09-23,45,0
2020-09-23,46,1
2020-09-23,47,13
2020-09-24,01,11
2020-09-24,02,0
2020-09-24,03,0
2020-09-24,04,8
2020-09-24,05,0
2020-09-24,06,0
2020-09-24,07,4
2020-09-24,08,1
2020-09-24,09,3
2020-09-24,10,4
2020-09-24,11,21
2020-09-24,12,26
2020-09-24,13,193
2020-09-24,14,58
2020-09-24,15,3
2020-09-24,16,0
2020-09-24,17,2
2020-09-24,18,0
2020-09-24,19,0
2020-09-24,20,0
2020-09-24,21,3
2020-09-24,22,0
2020-09-24,23,34
2020-09-24,24,1
2020-09-24,25,2
2020-09-24,26,5
2020-09-24,27,66
2020-09-24,28,8
2020-09-24,29,0
2020-09-24,30,0
2020-09-24,31,0
2020-09-24,32,2
2020-09-24,33,1
2020-09-24,34,3
2020-09-24,35,0
2020-09-24,36,0
2020-09-24,37,0
2020-09-24,38,0
2020-09-24,39,0
2020-09-24,40,5
2020-09-24,41,0
2020-09-24,42,0
2020-09-24,43,1
2020-09-24,44,0
2020-09-24,45,0
2020-09-24,46,4
2020-09-24,47,6
2020-09-25,01,25
2020-09-25,02,0
2020-09-25,03,0
2020-09-25,04,2
2020-09-25,05,0
2020-09-25,06,0
2020-09-25,07,10
2020-09-25,08,1
2020-09-25,09,15
2020-09-25,10,8
2020-09-25,11,27
2020-09-25,12,31
2020-09-25,13,195
2020-09-25,14,78
2020-09-25,15,0
2020-09-25,16,0
2020-09-25,17,8
2020-09-25,18,0
2020-09-25,19,1
2020-09-25,20,0
2020-09-25,21,5
2020-09-25,22,4
2020-09-25,23,38
2020-09-25,24,5
2020-09-25,25,3
2020-09-25,26,5
2020-09-25,27,62
2020-09-25,28,12
2020-09-25,29,2
2020-09-25,30,0
2020-09-25,31,0
2020-09-25,32,1
2020-09-25,33,1
2020-09-25,34,10
2020-09-25,35,0
2020-09-25,36,0
2020-09-25,37,0
2020-09-25,38,0
2020-09-25,39,0
2020-09-25,40,5
2020-09-25,41,0
2020-09-25,42,0
2020-09-25,43,0
2020-09-25,44,0
2020-09-25,45,0
2020-09-25,46,7
2020-09-25,47,6
2020-09-26,01,7
2020-09-26,02,0
2020-09-26,03,0
2020-09-26,04,4
2020-09-26,05,0
2020-09-26,06,0
2020-09-26,07,0
2020-09-26,08,5
2020-09-26,09,1
2020-09-26,10,2
2020-09-26,11,23
2020-09-26,12,38
2020-09-26,13,269
2020-09-26,14,90
2020-09-26,15,2
2020-09-26,16,2
2020-09-26,17,2
2020-09-26,18,0
2020-09-26,19,0
2020-09-26,20,0
2020-09-26,21,5
2020-09-26,22,4
2020-09-26,23,24
2020-09-26,24,5
2020-09-26,25,4
2020-09-26,26,11
2020-09-26,27,66
2020-09-26,28,22
2020-09-26,29,2
2020-09-26,30,0
2020-09-26,31,0
2020-09-26,32,0
2020-09-26,33,2
2020-09-26,34,11
2020-09-26,35,1
2020-09-26,36,0
2020-09-26,37,0
2020-09-26,38,0
2020-09-26,39,0
2020-09-26,40,6
2020-09-26,41,1
2020-09-26,42,0
2020-09-26,43,0
2020-09-26,44,0
2020-09-26,45,0
2020-09-26,46,5
2020-09-26,47,20
2020-09-27,01,19
2020-09-27,02,0
2020-09-27,03,0
2020-09-27,04,3
2020-09-27,05,0
2020-09-27,06,0
2020-09-27,07,5
2020-09-27,08,1
2020-09-27,09,0
2020-09-27,10,1
2020-09-27,11,35
2020-09-27,12,21
2020-09-27,13,144
2020-09-27,14,65
2020-09-27,15,0
2020-09-27,16,0
2020-09-27,17,3
2020-09-27,18,0
2020-09-27,19,1
2020-09-27,20,2
2020-09-27,21,0
2020-09-27,22,2
2020-09-27,23,49
2020-09-27,24,1
2020-09-27,25,5
2020-09-27,26,5
2020-09-27,27,48
2020-09-27,28,16
2020-09-27,29,0
2020-09-27,30,2
2020-09-27,31,0
2020-09-27,32,0
2020-09-27,33,1
2020-09-27,34,16
2020-09-27,35,2
2020-09-27,36,0
2020-09-27,37,0
2020-09-27,38,0
2020-09-27,39,1
2020-09-27,40,4
2020-09-27,41,0
2020-09-27,42,0
2020-09-27,43,0
2020-09-27,44,0
2020-09-27,45,0
2020-09-27,46,6
2020-09-27,47,20
2020-09-28,01,17
2020-09-28,02,1
